,0,1,2,3,4,5,6
0,208,203,0,24,1110,14044951,0
1,208,203,0,41,1100,14044960,0
2,208,203,0,54,1110,14044969,0
3,208,203,0,70,1100,14044978,0
4,208,203,0,87,1100,14044987,0
5,208,203,0,103,1100,14044996,0
6,208,202,0,113,1100,14045005,0
7,208,202,0,129,1110,14045014,0
8,207,202,0,138,1110,14045023,0
9,207,202,0,149,1110,14045032,0
10,207,202,0,166,1100,14045041,0
11,207,201,0,178,1100,14045050,0
12,207,201,0,184,1100,14045059,0
13,207,201,0,194,1100,14045068,0
14,207,201,0,203,1100,14045077,0
15,207,201,0,210,1100,14045086,0
16,207,201,0,213,1100,14045095,0
17,207,201,0,214,1100,14045104,0
18,207,201,0,215,1100,14045113,0
19,207,201,0,215,1100,14045122,0
20,207,201,0,215,1100,14045131,0
21,207,201,0,216,1100,14045140,0
22,207,201,0,216,1100,14045149,0
23,207,201,0,217,1100,14045158,0
24,207,201,0,217,1120,14045167,0
25,207,202,0,218,1120,14045176,0
26,207,202,0,220,1120,14045185,0
27,207,202,0,220,1120,14045194,0
28,207,202,0,220,1100,14045203,0
29,207,202,0,222,1090,14045212,0
30,207,202,0,222,1100,14045221,0
31,206,202,0,222,1100,14045230,0
32,206,202,0,220,1100,14045239,0
33,206,202,0,222,1100,14045248,0
34,206,202,0,221,1100,14045257,0
35,206,202,0,223,1100,14045266,0
36,206,202,0,224,1100,14045275,0
37,206,202,0,223,1120,14045284,0
38,206,202,0,224,1120,14045293,0
39,206,203,0,224,1120,14045302,0
40,206,203,0,224,1100,14045311,0
41,206,203,0,226,1100,14045320,0
42,206,203,0,226,1100,14045329,0
43,206,203,0,227,1090,14045338,0
44,206,203,0,227,1090,14045347,0
45,206,203,0,227,1090,14045356,0
46,206,203,0,229,1090,14045365,0
47,206,203,0,229,1100,14045374,0
48,206,203,0,231,1100,14045383,0
49,207,204,0,231,1100,14045392,0
50,207,204,0,234,1100,14045401,0
51,207,204,0,236,1100,14045410,0
52,207,204,0,238,1100,14045419,0
53,207,204,0,241,1100,14045428,0
54,207,204,0,253,1100,14045437,0
55,207,204,0,268,1100,14045446,0
56,207,204,0,282,1100,14045455,0
57,207,204,0,292,1100,14045464,0
58,207,204,0,302,1100,14045473,0
59,207,203,0,309,1100,14045482,0
60,207,203,0,312,1100,14045491,0
61,207,203,0,315,1100,14045500,0
62,207,203,0,317,1100,14045509,0
63,207,203,0,320,1120,14045518,0
64,207,203,0,323,1100,14045527,0
65,207,202,0,325,1100,14045536,0
66,207,202,0,326,1100,14045545,0
67,207,202,0,327,1100,14045554,0
68,207,202,0,328,1100,14045563,0
69,207,202,0,328,1100,14045572,0
70,207,201,0,328,1100,14045581,0
71,207,201,0,328,1100,14045590,0
72,208,201,0,330,1100,14045599,0
73,208,201,0,330,1120,14045608,0
74,208,201,0,330,1100,14045617,0
75,208,200,0,330,1100,14045626,0
76,208,200,0,331,1120,14045635,0
77,208,200,0,333,1100,14045644,0
78,208,200,0,335,1120,14045653,0
79,208,200,0,339,1120,14045662,0
80,208,199,0,341,1120,14045671,0
81,208,199,0,344,1130,14045680,0
82,208,199,0,345,1130,14045689,0
83,208,199,0,347,1130,14045698,0
84,208,199,0,348,1130,14045707,0
85,208,199,0,350,1120,14045716,0
86,208,199,12,350,1100,14045725,0
87,208,199,0,351,1120,14045734,0
88,208,199,0,351,1120,14045743,0
89,208,198,0,351,1120,14045752,0
90,208,198,0,353,1120,14045761,0
91,208,198,0,353,1120,14045770,0
92,208,198,0,353,1120,14045779,0
93,208,198,0,353,1120,14045788,0
94,208,198,0,354,1120,14045797,0
95,208,197,0,354,1130,14045806,0
96,207,197,0,354,1120,14045815,0
97,207,197,0,354,1120,14045824,0
98,207,197,0,354,1120,14045833,0
99,207,197,0,354,1120,14045842,0
100,207,196,0,353,1120,14045851,0
101,207,196,0,354,1120,14045860,0
102,207,196,0,354,1120,14045869,0
103,207,196,0,355,1120,14045878,0
104,207,195,0,355,1130,14045887,0
105,207,195,0,356,1130,14045896,0
106,207,195,0,355,1130,14045905,0
107,207,195,0,357,1130,14045914,0
108,206,194,0,357,1130,14045923,0
109,206,194,0,357,1120,14045933,0
110,206,194,0,357,1110,14045942,0
111,206,194,0,358,1120,14045951,0
112,206,194,0,358,1120,14045960,0
113,206,194,0,359,1120,14045969,0
114,205,194,0,360,1120,14045978,0
115,205,193,0,360,1120,14045987,0
116,205,193,0,361,1130,14045996,0
117,205,193,0,363,1130,14046005,0
118,205,193,0,363,1130,14046014,0
119,205,193,0,363,1130,14046023,0
120,205,193,0,364,1120,14046032,0
121,205,192,0,364,1120,14046041,0
122,204,192,0,364,1120,14046050,0
123,204,192,0,364,1120,14046059,0
124,204,192,0,365,1130,14046068,0
125,204,192,0,365,1130,14046077,0
126,204,191,0,366,1130,14046086,0
127,203,191,0,368,1130,14046095,0
128,203,191,0,370,1120,14046104,0
129,203,191,0,371,1130,14046113,0
130,203,191,0,372,1130,14046122,0
131,203,191,0,373,1130,14046131,0
132,202,190,0,375,1130,14046140,0
133,202,190,0,376,1130,14046149,0
134,202,190,0,377,1140,14046158,0
135,202,190,0,379,1140,14046167,0
136,202,190,0,380,1130,14046176,0
137,202,190,0,384,1130,14046185,0
138,201,190,0,387,1120,14046194,0
139,201,190,0,392,1120,14046203,0
140,201,190,0,396,1120,14046212,0
141,201,189,0,402,1120,14046221,0
142,201,189,0,405,1120,14046230,0
143,200,189,0,408,1120,14046239,0
144,200,189,0,411,1130,14046248,0
145,200,189,0,413,1140,14046257,0
146,200,188,0,414,1140,14046266,0
147,200,188,0,416,1140,14046275,0
148,199,188,0,418,1150,14046284,0
149,199,188,0,420,1150,14046293,0
150,199,188,0,421,1150,14046302,0
151,199,188,0,423,1150,14046311,0
152,199,187,0,424,1140,14046320,0
153,199,187,0,424,1140,14046329,0
154,198,187,0,424,1140,14046338,0
155,198,187,0,424,1140,14046347,0
156,198,187,0,424,1140,14046356,0
157,198,187,0,424,1140,14046365,0
158,198,187,0,425,1140,14046374,0
159,198,187,0,425,1130,14046383,0
160,198,187,0,425,1130,14046392,0
161,197,187,0,425,1130,14046401,0
162,197,187,0,425,1130,14046410,0
163,197,187,0,426,1130,14046419,0
164,197,187,0,426,1140,14046428,0
165,197,187,0,426,1140,14046437,0
166,197,187,0,426,1140,14046446,0
167,197,187,0,427,1140,14046455,0
168,196,187,0,426,1140,14046464,0
169,196,187,0,426,1140,14046473,0
170,196,187,0,426,1140,14046482,0
171,196,187,0,426,1150,14046491,0
172,196,187,0,426,1150,14046500,0
173,196,187,0,427,1140,14046509,0
174,196,187,0,427,1140,14046518,0
175,196,187,0,427,1140,14046527,0
176,195,187,0,427,1140,14046536,0
177,195,187,0,427,1140,14046545,0
178,195,187,0,427,1150,14046554,0
179,195,187,0,429,1140,14046563,0
180,195,187,0,429,1150,14046572,0
181,195,187,0,429,1150,14046581,0
182,195,187,0,429,1140,14046590,0
183,195,187,0,429,1150,14046599,0
184,195,187,0,429,1140,14046608,0
