,0,1,2,3,4,5,6
0,207,190,0,2,1320,13040829,0
1,207,189,0,19,1330,13040838,0
2,207,189,0,42,1340,13040847,0
3,207,189,0,58,1340,13040856,0
4,207,189,0,77,1340,13040865,0
5,207,189,0,94,1340,13040874,0
6,206,189,0,110,1340,13040883,0
7,206,189,0,120,1330,13040892,0
8,206,189,0,132,1330,13040901,0
9,206,189,0,138,1330,13040910,0
10,206,189,0,142,1330,13040919,0
11,206,189,0,146,1340,13040928,0
12,206,189,0,151,1340,13040937,0
13,206,188,0,152,1340,13040946,0
14,206,188,0,153,1340,13040955,0
15,206,188,0,155,1340,13040964,0
16,206,188,0,156,1330,13040973,0
17,206,187,0,158,1340,13040982,0
18,206,187,0,162,1340,13040991,0
19,206,186,0,166,1350,13041000,0
20,206,186,0,177,1350,13041009,0
21,206,185,0,190,1350,13041018,0
22,206,185,0,201,1350,13041027,0
23,205,185,0,215,1350,13041036,0
24,205,184,0,229,1350,13041045,0
25,205,184,0,246,1350,13041054,0
26,205,184,0,255,1360,13041063,0
27,205,184,0,258,1350,13041072,0
28,205,183,0,264,1360,13041081,0
29,204,183,0,269,1360,13041090,0
30,204,183,0,272,1360,13041099,0
31,204,183,0,276,1370,13041108,0
32,204,182,0,278,1370,13041117,0
33,204,182,0,282,1380,13041126,0
34,204,182,0,284,1380,13041135,0
35,204,182,0,286,1370,13041144,0
36,203,181,0,288,1370,13041153,0
37,203,181,0,291,1380,13041162,0
38,203,181,0,297,1380,13041171,0
39,203,180,0,299,1380,13041180,0
40,203,180,0,304,1370,13041189,0
41,203,180,0,311,1370,13041198,0
42,203,179,0,317,1370,13041207,0
43,202,179,0,321,1380,13041216,0
44,202,179,0,325,1380,13041225,0
45,202,179,0,328,1380,13041234,0
46,202,179,0,328,1380,13041243,0
47,201,179,0,330,1370,13041252,0
48,201,179,0,328,1370,13041261,0
49,201,179,0,328,1370,13041270,0
50,200,179,0,330,1370,13041279,0
51,200,179,0,328,1370,13041288,0
52,200,179,0,328,1370,13041297,0
53,199,179,0,328,1370,13041306,0
54,199,179,0,330,1370,13041315,0
55,198,179,0,330,1370,13041324,0
56,198,179,0,330,1370,13041333,0
57,198,179,0,331,1370,13041342,0
58,197,179,0,331,1370,13041351,0
59,197,179,0,333,1380,13041360,0
60,197,179,0,334,1380,13041369,0
61,196,179,0,335,1380,13041378,0
62,196,179,0,338,1380,13041387,0
63,196,179,0,340,1380,13041396,0
64,196,179,0,341,1380,13041405,0
65,195,179,0,341,1380,13041414,0
66,195,179,0,341,1380,13041423,0
67,195,179,0,343,1380,13041432,0
68,194,179,0,344,1380,13041441,0
69,194,179,0,344,1390,13041450,0
70,194,179,0,347,1380,13041459,0
71,193,179,0,349,1380,13041468,0
72,193,178,0,351,1380,13041477,0
73,193,178,0,354,1380,13041486,0
74,192,178,0,356,1390,13041495,0
75,192,177,0,357,1390,13041504,0
76,191,177,0,358,1390,13041513,0
77,191,177,0,358,1380,13041522,0
78,190,176,0,360,1370,13041531,0
79,190,176,0,360,1370,13041540,0
80,189,176,0,360,1360,13041549,0
81,189,175,0,361,1350,13041558,0
82,188,175,0,363,1350,13041567,0
83,187,175,0,361,1340,13041576,0
84,187,174,0,363,1340,13041585,0
85,186,174,0,363,1340,13041594,0
86,185,174,0,363,1340,13041604,0
87,184,174,0,363,1350,13041613,0
88,183,174,0,361,1360,13041622,0
89,183,174,0,363,1370,13041631,0
90,182,174,0,363,1370,13041640,0
91,181,174,0,363,1370,13041649,0
92,180,174,0,363,1370,13041658,0
93,180,173,0,363,1370,13041667,0
94,179,173,0,363,1360,13041676,0
95,179,173,0,363,1360,13041685,0
96,178,173,0,363,1360,13041694,0
97,178,173,0,363,1360,13041703,0
98,177,173,0,363,1360,13041712,0
99,177,173,0,361,1360,13041721,0
100,176,173,0,360,1360,13041730,0
101,176,173,0,360,1360,13041739,0
102,175,173,0,358,1370,13041748,0
103,174,173,0,357,1370,13041757,0
104,174,174,0,357,1370,13041766,0
105,173,174,0,357,1370,13041775,0
106,172,174,0,356,1370,13041784,0
107,172,175,0,356,1370,13041793,0
108,171,175,0,356,1370,13041802,0
109,171,175,0,356,1380,13041811,0
110,171,176,0,356,1370,13041820,0
111,170,176,0,357,1370,13041829,0
112,170,176,0,356,1370,13041838,0
113,170,176,0,355,1370,13041847,0
114,169,177,0,354,1380,13041856,0
115,169,177,0,354,1380,13041865,0
116,169,177,0,351,1370,13041874,0
117,169,177,0,350,1370,13041883,0
118,169,178,0,350,1370,13041892,0
119,169,179,0,350,1370,13041901,0
120,169,179,0,349,1360,13041910,0
121,169,180,0,349,1360,13041919,0
122,168,181,0,349,1360,13041928,0
123,168,182,0,349,1350,13041937,0
124,168,183,0,349,1350,13041946,0
