,0,1,2,3,4,5,6
0,274,206,0,178,1490,5482221,0
1,273,206,0,222,1490,5482230,0
2,273,206,0,261,1480,5482239,0
3,273,206,0,273,1480,5482248,0
4,273,206,0,283,1480,5482257,0
5,273,205,0,316,1480,5482266,0
6,274,205,0,350,1480,5482275,0
7,274,205,0,370,1480,5482284,0
8,275,205,12,382,1480,5482293,0
9,275,205,0,396,1480,5482302,0
10,275,205,0,404,1490,5482311,0
11,275,204,0,405,1490,5482320,0
12,275,204,0,406,1490,5482329,0
13,275,204,0,409,1490,5482338,0
14,274,205,0,416,1490,5482347,0
15,274,205,0,425,1500,5482356,0
16,274,205,0,431,1490,5482365,0
17,273,205,0,440,1490,5482374,0
18,273,206,0,443,1500,5482383,0
19,273,206,0,445,1500,5482392,0
20,272,206,0,449,1500,5482401,0
21,272,206,0,459,1500,5482410,0
22,272,206,0,474,1490,5482419,0
23,273,206,0,490,1490,5482428,0
24,273,206,0,504,1500,5482437,0
25,273,206,0,517,1500,5482446,0
26,273,205,0,528,1500,5482455,0
27,273,205,0,538,1500,5482464,0
28,273,205,0,548,1500,5482473,0
29,273,205,0,557,1500,5482482,0
30,273,205,0,563,1500,5482491,0
31,273,205,0,571,1500,5482500,0
32,273,205,0,577,1500,5482509,0
33,273,206,0,581,1500,5482518,0
34,273,206,0,584,1500,5482527,0
35,273,206,0,587,1500,5482536,0
36,273,206,0,592,1500,5482545,0
37,273,206,0,599,1500,5482554,0
38,273,206,0,611,1500,5482563,0
39,273,206,0,620,1500,5482572,0
40,273,206,0,627,1500,5482581,0
41,273,205,12,625,1500,5482590,0
42,274,205,0,627,1500,5482599,0
43,275,204,0,631,1500,5482608,0
44,276,204,12,622,1500,5482617,0
45,277,203,12,630,1500,5482626,0
46,277,203,0,631,1500,5482635,0
47,278,203,12,631,1500,5482644,0
48,278,203,0,632,1510,5482653,0
49,278,203,0,634,1510,5482662,0
50,278,203,0,635,1510,5482671,0
51,278,203,0,641,1510,5482680,0
52,278,203,12,651,1510,5482689,0
53,278,203,0,658,1510,5482698,0
54,278,202,0,664,1490,5482707,0
55,278,201,0,653,1480,5482716,0
56,279,200,0,675,1460,5482725,0
57,279,199,0,672,1440,5482734,0
58,280,199,0,675,1450,5482743,0
59,280,198,0,671,1430,5482752,0
60,281,197,0,676,1430,5482761,0
61,281,197,0,677,1430,5482770,0
62,281,197,0,676,1430,5482779,0
63,281,197,0,678,1430,5482788,0
64,281,197,0,679,1430,5482797,0
65,280,197,0,678,1430,5482806,0
66,280,197,0,677,1430,5482815,0
67,279,197,0,677,1430,5482824,0
68,278,196,0,678,1430,5482833,0
69,277,196,0,678,1430,5482842,0
70,277,196,0,681,1430,5482851,0
71,276,196,0,684,1430,5482860,0
72,276,195,0,685,1430,5482869,0
73,276,194,0,688,1430,5482878,0
74,276,194,0,689,1440,5482887,0
75,275,193,0,693,1440,5482896,0
76,275,192,0,701,1440,5482905,0
77,275,192,0,711,1440,5482914,0
78,275,192,0,720,1440,5482923,0
79,274,192,0,726,1440,5482932,0
80,274,192,0,726,1440,5482941,0
81,273,192,0,726,1440,5482950,0
82,272,191,0,729,1440,5482959,0
83,271,192,0,727,1440,5482968,0
84,270,192,0,729,1440,5482977,0
85,270,192,0,733,1430,5482986,0
86,270,192,0,739,1430,5482995,0
87,269,192,0,745,1440,5483004,0
88,269,191,0,748,1440,5483013,0
89,269,191,0,752,1440,5483022,0
90,269,190,0,755,1440,5483031,0
91,269,190,0,752,1460,5483040,0
92,269,190,0,754,1440,5483049,0
93,269,189,0,757,1440,5483058,0
94,269,189,0,755,1460,5483067,0
95,269,189,0,757,1460,5483076,0
96,268,189,0,757,1460,5483085,0
97,268,189,0,756,1460,5483094,0
98,268,188,0,756,1460,5483103,0
99,267,188,0,757,1440,5483112,0
100,267,188,0,754,1440,5483121,0
101,267,188,0,757,1460,5483130,0
102,266,188,0,754,1460,5483139,0
103,266,188,0,756,1460,5483148,0
104,265,188,0,757,1460,5483158,0
105,265,187,0,757,1460,5483167,0
106,264,187,0,759,1460,5483176,0
107,264,186,0,759,1460,5483185,0
108,264,186,0,757,1460,5483194,0
109,263,186,0,759,1460,5483203,0
110,263,186,0,757,1470,5483212,0
111,262,186,0,757,1460,5483221,0
112,262,186,0,761,1460,5483230,0
113,261,185,0,756,1460,5483239,0
114,261,185,0,754,1460,5483248,0
115,260,185,0,754,1460,5483257,0
116,260,185,0,752,1470,5483266,0
117,259,185,0,751,1470,5483275,0
118,259,185,0,751,1470,5483284,0
119,258,185,0,751,1470,5483293,0
120,258,185,0,753,1470,5483302,0
121,258,185,0,753,1470,5483311,0
122,257,185,0,757,1470,5483320,0
