,0,1,2,3,4,5,6
0,198,199,0,64,990,2717202,0
1,197,200,0,100,1030,2717211,0
2,197,200,0,140,1030,2717220,0
3,196,200,0,175,1030,2717229,0
4,196,200,0,188,1010,2717238,0
5,196,200,0,184,1000,2717247,0
6,197,200,0,179,990,2717256,0
7,197,199,0,168,990,2717265,0
8,197,199,0,149,990,2717274,0
9,197,199,0,122,990,2717283,0
10,198,198,0,87,1010,2717292,0
11,198,198,0,35,1010,2717301,0
12,198,199,0,24,1050,2717311,0
13,197,199,0,72,1010,2717320,0
14,197,199,0,115,990,2717329,0
15,197,199,0,155,990,2717338,0
16,197,200,0,179,990,2717347,0
17,197,200,0,190,1020,2717356,0
18,196,200,0,200,1040,2717365,0
19,196,201,0,204,1040,2717374,0
20,196,201,0,214,1040,2717383,0
21,196,201,0,228,1060,2717392,0
22,196,201,0,247,1060,2717401,0
23,196,201,0,282,1060,2717410,0
24,196,201,0,312,1050,2717419,0
25,196,201,0,334,1020,2717428,0
26,195,201,0,355,1000,2717437,0
27,195,201,0,370,980,2717446,0
28,195,201,0,382,970,2717455,0
29,195,201,0,388,1000,2717464,0
30,195,201,0,387,1010,2717473,0
31,195,201,0,388,1020,2717482,0
32,195,201,0,389,1040,2717491,0
33,195,201,0,389,1020,2717500,0
34,195,201,0,391,1010,2717509,0
35,195,201,0,392,1000,2717518,0
36,195,202,0,391,1000,2717527,0
37,195,202,12,393,1010,2717536,0
38,195,203,0,392,1020,2717545,0
39,195,203,12,394,1020,2717554,0
40,194,203,0,396,1010,2717563,0
41,194,204,0,394,990,2717572,0
42,194,204,0,396,1000,2717581,0
43,194,204,0,398,1010,2717590,0
44,194,204,0,401,1030,2717599,0
45,194,204,0,408,1030,2717608,0
46,194,204,0,421,1020,2717617,0
47,194,204,0,440,1020,2717626,0
48,194,204,0,458,1000,2717635,0
49,194,204,0,468,980,2717644,0
50,194,204,0,477,990,2717653,0
51,194,204,0,483,1000,2717662,0
52,194,204,0,482,1010,2717671,0
53,193,205,0,484,1030,2717680,0
54,193,205,0,486,1020,2717689,0
55,193,205,0,485,1000,2717698,0
56,193,205,0,487,980,2717707,0
57,193,205,0,487,960,2717716,0
58,193,205,0,486,960,2717725,0
59,193,205,0,487,980,2717734,0
60,193,205,0,487,1010,2717743,0
61,193,205,0,490,1030,2717752,0
62,193,205,0,496,1040,2717761,0
63,193,204,0,502,1020,2717770,0
64,193,204,0,508,1000,2717779,0
65,193,204,0,512,980,2717788,0
66,193,204,0,512,990,2717797,0
67,193,203,0,515,1010,2717806,0
68,193,203,0,516,1030,2717815,0
69,194,204,0,516,1040,2717824,0
70,194,204,0,519,1040,2717833,0
71,194,204,0,521,1020,2717842,0
72,194,203,0,522,1010,2717851,0
73,194,203,0,526,990,2717860,0
74,195,203,0,526,980,2717869,0
75,195,203,0,528,960,2717878,0
76,195,203,0,531,980,2717887,0
77,195,202,0,531,990,2717896,0
78,195,202,0,534,1010,2717905,0
79,196,202,0,537,1040,2717914,0
80,196,202,0,538,1050,2717923,0
81,195,202,0,542,1060,2717932,0
82,195,201,0,543,1060,2717941,0
83,195,201,0,543,1050,2717950,0
84,195,201,0,546,1040,2717959,0
85,195,201,0,547,1030,2717968,0
86,195,200,0,549,1030,2717977,0
87,195,200,0,550,1010,2717986,0
88,195,200,0,547,1000,2717995,0
89,196,200,0,546,1000,2718004,0
90,196,199,0,546,1000,2718014,0
91,196,199,0,545,1000,2718023,0
92,197,199,0,546,990,2718032,0
93,197,199,0,546,980,2718041,0
94,198,198,0,545,990,2718050,0
95,198,198,0,547,980,2718059,0
96,199,198,0,546,1010,2718068,0
97,199,198,0,547,1010,2718077,0
98,199,197,0,549,1010,2718086,0
99,199,197,0,548,1010,2718095,0
100,199,197,0,552,990,2718104,0
101,199,197,0,561,990,2718113,0
102,199,197,0,565,990,2718122,0
103,199,196,0,572,990,2718131,0
104,199,196,0,576,990,2718140,0
105,199,196,0,580,1000,2718149,0
106,199,196,0,589,1020,2718158,0
107,198,196,0,599,1020,2718167,0
108,198,196,0,608,1020,2718176,0
109,198,196,0,614,1010,2718185,0
110,198,196,0,615,980,2718194,0
111,198,196,0,616,980,2718203,0
112,198,196,0,617,990,2718212,0
113,198,196,0,614,1020,2718221,0
114,198,196,0,613,1040,2718230,0
115,198,196,0,614,1040,2718239,0
116,198,196,0,613,1040,2718248,0
117,198,196,0,614,1040,2718257,0
118,198,196,0,613,1040,2718266,0
119,198,196,0,615,1030,2718275,0
120,198,196,0,618,1010,2718284,0
121,198,196,0,618,1000,2718293,0
122,197,196,0,620,960,2718302,0
123,197,196,0,623,960,2718311,0
124,197,196,0,619,980,2718320,0
125,196,196,0,623,1010,2718329,0
126,196,196,0,623,1020,2718338,0
127,195,196,0,623,1030,2718347,0
128,195,196,0,625,1040,2718356,0
129,194,196,0,625,1060,2718365,0
130,194,195,0,625,1050,2718374,0
