,0,1,2,3,4,5,6
0,201,204,0,25,1320,3768030,0
1,201,204,0,62,1320,3768037,0
2,201,204,0,74,1310,3768044,0
3,201,204,0,77,1310,3768051,0
4,201,203,0,78,1310,3768058,0
5,201,203,0,78,1320,3768065,0
6,201,203,0,79,1320,3768072,0
7,201,203,0,84,1310,3768079,0
8,201,203,0,88,1320,3768086,0
9,201,203,0,106,1320,3768093,0
10,200,203,0,126,1320,3768100,0
11,200,202,0,145,1320,3768107,0
12,200,202,0,162,1320,3768114,0
13,200,202,0,172,1310,3768121,0
14,200,202,0,181,1310,3768128,0
15,200,202,0,190,1310,3768135,0
16,200,202,0,192,1320,3768142,0
17,200,202,0,193,1330,3768149,0
18,200,202,0,195,1330,3768157,0
19,200,202,0,195,1330,3768164,0
20,200,202,0,201,1330,3768171,0
21,200,202,0,216,1330,3768178,0
22,200,202,0,224,1310,3768185,0
23,200,202,0,231,1310,3768192,0
24,200,202,0,231,1310,3768199,0
25,200,202,0,231,1310,3768206,0
26,200,202,0,234,1320,3768213,0
27,200,202,0,235,1330,3768220,0
28,200,202,0,236,1320,3768227,0
29,200,202,0,240,1340,3768234,0
30,200,202,0,245,1350,3768241,0
31,199,202,0,257,1330,3768248,0
32,199,202,0,265,1330,3768255,0
33,199,202,0,274,1320,3768262,0
34,199,202,0,286,1320,3768269,0
35,199,202,0,297,1310,3768276,0
36,199,201,0,299,1310,3768283,0
37,199,201,0,301,1320,3768290,0
38,199,201,0,302,1330,3768297,0
39,199,201,0,301,1340,3768304,0
40,200,201,0,302,1350,3768311,0
41,200,201,0,301,1340,3768318,0
42,200,201,0,302,1340,3768325,0
43,200,201,0,302,1340,3768332,0
44,200,201,0,301,1340,3768340,0
45,200,201,0,303,1330,3768347,0
46,200,201,0,306,1320,3768354,0
47,200,201,0,312,1310,3768361,0
48,200,201,0,321,1310,3768368,0
49,200,201,0,328,1320,3768375,0
50,200,201,0,334,1320,3768382,0
51,200,201,0,343,1330,3768389,0
52,200,201,0,344,1340,3768396,0
53,200,201,0,347,1340,3768403,0
54,200,201,0,350,1330,3768410,0
55,200,201,0,353,1320,3768417,0
56,200,201,0,357,1320,3768424,0
57,200,201,0,363,1330,3768431,0
58,200,201,0,370,1330,3768438,0
59,200,201,0,377,1330,3768445,0
60,200,201,0,381,1330,3768452,0
61,200,201,0,381,1330,3768459,0
62,200,201,0,384,1320,3768466,0
63,200,201,0,385,1330,3768473,0
64,200,202,0,386,1330,3768480,0
65,200,202,0,389,1330,3768487,0
66,200,202,0,388,1340,3768494,0
67,200,202,0,389,1330,3768501,0
68,200,202,0,391,1340,3768508,0
69,200,202,0,396,1340,3768515,0
70,200,202,0,398,1330,3768523,0
71,200,202,0,404,1330,3768530,0
72,200,202,0,408,1330,3768537,0
73,200,202,0,414,1330,3768544,0
74,200,202,0,418,1330,3768551,0
75,200,202,0,419,1330,3768558,0
76,200,202,0,420,1330,3768565,0
77,200,202,0,418,1320,3768572,0
78,200,202,0,419,1320,3768579,0
79,200,202,0,421,1320,3768586,0
80,200,202,0,419,1320,3768593,0
81,200,202,0,421,1330,3768600,0
82,200,202,0,421,1330,3768607,0
83,200,202,0,421,1330,3768614,0
84,200,202,0,421,1330,3768621,0
85,200,202,0,421,1330,3768628,0
86,200,202,0,421,1320,3768635,0
87,200,202,0,423,1320,3768642,0
88,200,202,0,421,1320,3768649,0
89,200,202,0,421,1320,3768656,0
90,200,202,0,422,1320,3768663,0
91,200,202,0,421,1320,3768670,0
92,200,202,0,422,1330,3768677,0
93,200,202,0,422,1340,3768684,0
94,200,202,0,422,1340,3768691,0
95,200,202,0,427,1340,3768698,0
96,200,202,0,434,1340,3768705,0
97,200,202,0,439,1330,3768713,0
98,200,202,0,440,1330,3768720,0
99,201,202,0,440,1330,3768727,0
100,201,202,0,441,1320,3768734,0
101,201,202,0,443,1320,3768741,0
102,201,202,0,442,1320,3768748,0
103,201,202,0,443,1310,3768755,0
104,201,202,0,445,1310,3768762,0
105,201,202,0,445,1320,3768769,0
106,201,202,0,447,1320,3768776,0
107,201,202,0,448,1320,3768783,0
108,201,202,0,447,1320,3768790,0
109,201,202,0,449,1320,3768797,0
110,202,202,0,448,1320,3768804,0
111,202,202,0,449,1330,3768811,0
112,202,202,0,450,1320,3768818,0
113,203,202,0,449,1320,3768825,0
114,203,202,0,449,1330,3768832,0
115,204,201,0,451,1330,3768839,0
116,204,201,0,450,1340,3768846,0
117,204,201,0,452,1340,3768853,0
118,204,201,0,453,1340,3768860,0
119,204,200,0,452,1330,3768867,0
120,204,200,0,456,1330,3768874,0
121,204,200,0,457,1330,3768881,0
122,204,200,0,460,1330,3768888,0
123,205,200,0,464,1340,3768896,0
124,205,200,0,464,1360,3768903,0
125,205,200,0,465,1360,3768910,0
126,205,199,0,465,1370,3768917,0
127,205,199,0,465,1370,3768924,0
128,205,199,0,467,1360,3768931,0
129,205,199,0,468,1350,3768938,0
130,206,199,0,468,1350,3768945,0
131,206,199,0,469,1360,3768952,0
132,206,198,0,469,1370,3768959,0
133,206,198,0,469,1390,3768966,0
134,206,198,0,471,1390,3768973,0
135,206,197,0,470,1390,3768980,0
136,207,197,0,471,1390,3768987,0
137,207,197,0,471,1390,3768994,0
138,207,197,0,470,1390,3769001,0
139,207,197,0,471,1390,3769008,0
140,207,197,0,472,1380,3769015,0
141,207,197,0,471,1390,3769022,0
142,207,197,0,473,1390,3769029,0
143,207,197,0,473,1410,3769036,0
144,207,197,0,472,1380,3769043,0
145,207,197,0,474,1380,3769050,0
146,207,196,0,473,1360,3769057,0
147,207,196,0,474,1360,3769064,0
148,207,196,0,476,1380,3769071,0
149,207,196,0,474,1390,3769079,0
150,207,196,0,476,1420,3769086,0
151,207,195,0,476,1420,3769093,0
152,207,195,0,476,1420,3769100,0
153,207,195,0,478,1410,3769107,0
154,207,194,0,478,1390,3769114,0
155,207,194,0,477,1380,3769121,0
156,207,194,0,479,1360,3769128,0
157,207,194,0,478,1350,3769135,0
158,207,194,0,481,1350,3769142,0
159,207,194,0,483,1350,3769149,0
160,207,194,0,481,1370,3769156,0
161,207,194,0,482,1380,3769163,0
162,207,194,0,482,1380,3769170,0
163,207,194,0,482,1380,3769177,0
164,207,194,0,484,1370,3769184,0
165,207,193,0,484,1370,3769191,0
166,207,193,0,484,1380,3769198,0
167,207,193,0,485,1380,3769205,0
168,207,193,0,484,1360,3769212,0
169,206,192,0,485,1360,3769219,0
170,206,192,0,486,1360,3769226,0
171,206,192,0,485,1360,3769233,0
172,206,192,0,486,1370,3769240,0
173,206,192,0,487,1360,3769247,0
174,206,191,0,486,1360,3769254,0
175,206,191,0,488,1360,3769261,0
176,206,191,0,487,1360,3769269,0
177,206,191,0,487,1370,3769276,0
178,206,191,0,489,1370,3769283,0
179,206,191,0,487,1350,3769290,0
180,206,191,0,488,1360,3769297,0
181,206,191,0,490,1360,3769304,0
182,206,190,0,488,1370,3769311,0
183,206,190,0,490,1390,3769318,0
184,206,190,0,490,1390,3769325,0
185,206,190,0,489,1380,3769332,0
186,206,190,0,490,1380,3769339,0
187,206,189,0,490,1380,3769346,0
188,206,189,0,489,1380,3769353,0
189,206,189,0,491,1370,3769360,0
190,206,189,0,490,1370,3769367,0
191,206,189,0,490,1370,3769374,0
192,206,188,0,491,1360,3769381,0
193,205,188,0,490,1360,3769388,0
194,205,188,0,491,1360,3769395,0
195,205,188,0,492,1350,3769402,0
196,205,187,0,492,1350,3769409,0
197,205,187,0,495,1340,3769416,0
198,205,187,0,495,1350,3769423,0
199,204,186,0,495,1340,3769430,0
200,204,186,0,496,1340,3769437,0
201,204,186,0,497,1350,3769444,0
202,204,185,0,497,1340,3769452,0
203,204,185,0,502,1350,3769459,0
204,203,185,0,501,1340,3769466,0
205,203,185,0,503,1340,3769473,0
206,203,185,0,505,1330,3769480,0
207,203,185,0,503,1320,3769487,0
208,203,185,0,505,1320,3769494,0
209,202,185,0,506,1310,3769501,0
210,202,185,0,505,1320,3769508,0
211,202,185,0,506,1330,3769515,0
212,202,185,0,508,1340,3769522,0
213,202,184,0,508,1340,3769529,0
214,202,184,0,509,1340,3769536,0
215,202,184,0,509,1340,3769543,0
216,202,183,0,509,1330,3769550,0
217,201,183,0,510,1330,3769557,0
218,201,183,0,509,1320,3769564,0
219,201,183,0,510,1330,3769571,0
220,201,183,0,512,1330,3769578,0
221,200,183,0,512,1330,3769585,0
